topology_id,train_seed,status,seed_outcome,train_label_hash_count,train_label_hash_digest,theta_2stage_1,theta_2stage_2,theta_spoplus_1,theta_spoplus_2,selected_epoch_2stage,selected_epoch_spoplus,max_epochs,test_gap_2stage,test_gap_spoplus,improvement_gap,normalized_improvement_gap,test_gap_signature_2stage,test_gap_signature_spoplus,run_artifacts_present
G-810,1,success,better,40,5c864ee028c0b242f745aeae65c69036835abd391b9323b98af6f08063af5987,5.950424578037,7.527663173349,8.323278969429,7.396861552848,100,100,100,22.268934242248534,0.4121764831542969,21.856757759094236,0.15125708689169393,2ffe5acaf629daa474f7a7163c241bc8ddb9930413896935a9e135ab38be8f11,a36e9b39fb277484606879bbafe992e7f0ac015ff6a9569f54526c900a7e6962,True
G-810,2,success,better,40,292b74a1184e9952ebe317da66cc2df1f9456e6327213dd71fd8ebee66e7f4b4,5.946242148649,7.495320561546,8.300478586777,7.439842725751,100,100,100,22.268934242248534,0.4121764831542969,21.856757759094236,0.15125708689169393,2ffe5acaf629daa474f7a7163c241bc8ddb9930413896935a9e135ab38be8f11,a36e9b39fb277484606879bbafe992e7f0ac015ff6a9569f54526c900a7e6962,True
G-810,3,success,better,40,a779c4996edc4d127fce30812716314fa9d92d9c1def2536921ca171e5e014e3,5.957416883339,7.543863078543,8.426469980128,7.428674599865,100,100,100,22.268934242248534,0.4121764831542969,21.856757759094236,0.15125708689169393,2ffe5acaf629daa474f7a7163c241bc8ddb9930413896935a9e135ab38be8f11,a36e9b39fb277484606879bbafe992e7f0ac015ff6a9569f54526c900a7e6962,True
G-810,4,success,better,40,ffa04ce214dcba94459b604d3e91f340d8304a83999efe404ec8b5e5722ba25c,5.944917993238,7.514987120883,8.307802611051,7.631262952463,100,100,100,22.268934242248534,0.4121764831542969,21.856757759094236,0.15125708689169393,2ffe5acaf629daa474f7a7163c241bc8ddb9930413896935a9e135ab38be8f11,a36e9b39fb277484606879bbafe992e7f0ac015ff6a9569f54526c900a7e6962,True
G-810,5,success,better,40,1ce67e5d11874d542cfc5695f6d64c27ff58fe4ae2e4ad9b2e07aefec6b60ee9,5.918892497802,7.498308030663,8.463242589733,7.784270205821,100,100,100,22.268934242248534,0.4121764831542969,21.856757759094236,0.15125708689169393,2ffe5acaf629daa474f7a7163c241bc8ddb9930413896935a9e135ab38be8f11,a36e9b39fb277484606879bbafe992e7f0ac015ff6a9569f54526c900a7e6962,True
G-810,6,success,better,40,7529664c5855edfdd45756032e854501bce54f55beb24e4e66ff028f68eb6aca,5.948274679181,7.526596629201,8.488461499192,7.781076629524,100,100,100,22.268934242248534,0.4121764831542969,21.856757759094236,0.15125708689169393,2ffe5acaf629daa474f7a7163c241bc8ddb9930413896935a9e135ab38be8f11,a36e9b39fb277484606879bbafe992e7f0ac015ff6a9569f54526c900a7e6962,True
G-810,7,success,better,40,c287cd72dd1824fd001e6c59e757f23ab836df8bfa454c741ed100ee4c06caa6,5.942092531541,7.52039997089,8.246870114125,7.233158841172,100,100,100,22.268934242248534,0.4121764831542969,21.856757759094236,0.15125708689169393,2ffe5acaf629daa474f7a7163c241bc8ddb9930413896935a9e135ab38be8f11,a36e9b39fb277484606879bbafe992e7f0ac015ff6a9569f54526c900a7e6962,True
G-810,8,success,better,40,47052e4733765f5bc0cf05e9784af61a2ce6563c2a1293774a57c90e62144ba6,5.96600168331,7.545197632832,8.56614806021,7.129398190754,100,100,100,22.268934242248534,0.4121764831542969,21.856757759094236,0.15125708689169393,2ffe5acaf629daa474f7a7163c241bc8ddb9930413896935a9e135ab38be8f11,a36e9b39fb277484606879bbafe992e7f0ac015ff6a9569f54526c900a7e6962,True
G-810,9,success,better,40,19548dae6e69eb5fdb83153a27e5475a3c0ad7179c9f7a4f1bdae3e9ae8347af,5.935513338881,7.504026522674,8.203999694636,7.478680164264,100,100,100,22.268934242248534,0.4121764831542969,21.856757759094236,0.15125708689169393,2ffe5acaf629daa474f7a7163c241bc8ddb9930413896935a9e135ab38be8f11,a36e9b39fb277484606879bbafe992e7f0ac015ff6a9569f54526c900a7e6962,True
G-810,10,success,better,40,31b1445f6af7aa9bc01ecaf619a4b0579721584757a5eca71202596b6b700c45,5.947949204651,7.533387749477,8.161576118893,7.790400930856,100,100,100,22.268934242248534,0.4121764831542969,21.856757759094236,0.15125708689169393,2ffe5acaf629daa474f7a7163c241bc8ddb9930413896935a9e135ab38be8f11,a36e9b39fb277484606879bbafe992e7f0ac015ff6a9569f54526c900a7e6962,True
G-810,11,success,better,40,f12186b0cb76ef0c14571ec57e27032f240b7b1dec0da1d38e337f599cb73709,5.936943762597,7.489399275556,8.529777563132,7.669529562518,100,100,100,22.268934242248534,0.4121764831542969,21.856757759094236,0.15125708689169393,2ffe5acaf629daa474f7a7163c241bc8ddb9930413896935a9e135ab38be8f11,a36e9b39fb277484606879bbafe992e7f0ac015ff6a9569f54526c900a7e6962,True
G-810,12,success,better,40,e5aeb2488a404ba2c3fc759d35da69a12f88e57f9288c4e885bbae877506c329,5.944347410872,7.527699693153,8.474877392515,7.625493458289,100,100,100,22.268934242248534,0.4121764831542969,21.856757759094236,0.15125708689169393,2ffe5acaf629daa474f7a7163c241bc8ddb9930413896935a9e135ab38be8f11,a36e9b39fb277484606879bbafe992e7f0ac015ff6a9569f54526c900a7e6962,True
G-810,13,success,better,40,4670d850f5b37cf9e36c0a13b1b3048d29437ede96370ceb8a38f95f78f6cdf4,5.951127902633,7.521525521214,8.4728365487,7.57139032799,100,100,100,22.268934242248534,0.4121764831542969,21.856757759094236,0.15125708689169393,2ffe5acaf629daa474f7a7163c241bc8ddb9930413896935a9e135ab38be8f11,a36e9b39fb277484606879bbafe992e7f0ac015ff6a9569f54526c900a7e6962,True
G-810,14,success,better,40,5de0c427e6b2b8849879bf3a502a78e5c7461a20d1fe484b33d2a8ec4bf2546c,5.938834135837,7.506875977732,8.398427676565,7.375204411985,100,100,100,22.268934242248534,0.4121764831542969,21.856757759094236,0.15125708689169393,2ffe5acaf629daa474f7a7163c241bc8ddb9930413896935a9e135ab38be8f11,a36e9b39fb277484606879bbafe992e7f0ac015ff6a9569f54526c900a7e6962,True
G-810,15,success,better,40,e82b7d2e0f7a913eb98a1374fb17cf012130239c76a85a7a80ffb2e446fc9715,5.945002336179,7.518210301239,8.452832116219,7.51270361831,100,100,100,22.268934242248534,0.4121764831542969,21.856757759094236,0.15125708689169393,2ffe5acaf629daa474f7a7163c241bc8ddb9930413896935a9e135ab38be8f11,a36e9b39fb277484606879bbafe992e7f0ac015ff6a9569f54526c900a7e6962,True
G-810,16,success,better,40,3843346087706c72c646b54efb99ed7341d8674720c35338910fb8cf999d2e67,5.924230665716,7.4799366214,8.144896300859,7.26924266436,100,100,100,22.268934242248534,0.4121764831542969,21.856757759094236,0.15125708689169393,2ffe5acaf629daa474f7a7163c241bc8ddb9930413896935a9e135ab38be8f11,a36e9b39fb277484606879bbafe992e7f0ac015ff6a9569f54526c900a7e6962,True
G-810,17,success,better,40,0435e7d892792cc8cf9e023423a67e1871092ff0d97a6016a2b669888c65ecea,5.939511826979,7.494276973643,8.485834144791,7.217568898564,100,100,100,22.268934242248534,0.4121764831542969,21.856757759094236,0.15125708689169393,2ffe5acaf629daa474f7a7163c241bc8ddb9930413896935a9e135ab38be8f11,a36e9b39fb277484606879bbafe992e7f0ac015ff6a9569f54526c900a7e6962,True
G-810,18,success,better,40,5c8049d2a07040e6e0e21505d0e7b2666b3da0d776b8ad3a9241e4acdeb0f91c,5.934085775559,7.493649588482,8.44916119201,7.09243663137,100,100,100,22.268934242248534,0.4121764831542969,21.856757759094236,0.15125708689169393,2ffe5acaf629daa474f7a7163c241bc8ddb9930413896935a9e135ab38be8f11,a36e9b39fb277484606879bbafe992e7f0ac015ff6a9569f54526c900a7e6962,True
G-810,19,success,better,40,d592a046ca4bf5b445be70e4b9b33a0dbd868f803169cf9dd15b89ce6ea8752e,5.914048667974,7.478480714722,8.28003834147,7.390906803589,100,100,100,22.268934242248534,0.4121764831542969,21.856757759094236,0.15125708689169393,2ffe5acaf629daa474f7a7163c241bc8ddb9930413896935a9e135ab38be8f11,a36e9b39fb277484606879bbafe992e7f0ac015ff6a9569f54526c900a7e6962,True
G-810,20,success,better,40,7a2054dd02114be4bb1abbe1e3eafa0e4af9d6e6f02520b9841f79a06a570705,5.944714480102,7.504056137548,8.25144580527,7.471785150724,100,100,100,22.268934242248534,0.4121764831542969,21.856757759094236,0.15125708689169393,2ffe5acaf629daa474f7a7163c241bc8ddb9930413896935a9e135ab38be8f11,a36e9b39fb277484606879bbafe992e7f0ac015ff6a9569f54526c900a7e6962,True
G-810,21,success,better,40,b45bcf6ae45746116f5b83c8990bb3a58c471a5b20556995027b0c3f968b3680,5.946367351996,7.533962798293,8.633722264039,7.496707343854,100,100,100,22.268934242248534,0.4121764831542969,21.856757759094236,0.15125708689169393,2ffe5acaf629daa474f7a7163c241bc8ddb9930413896935a9e135ab38be8f11,a36e9b39fb277484606879bbafe992e7f0ac015ff6a9569f54526c900a7e6962,True
G-810,22,success,better,40,ea8d390d1b252679516e3e1437c13c5c765bfd50459dfd266cbacad12da48bf3,5.920365002886,7.486957226061,8.548380406801,7.492861454235,100,100,100,22.268934242248534,0.4121764831542969,21.856757759094236,0.15125708689169393,2ffe5acaf629daa474f7a7163c241bc8ddb9930413896935a9e135ab38be8f11,a36e9b39fb277484606879bbafe992e7f0ac015ff6a9569f54526c900a7e6962,True
G-810,23,success,better,40,067eaed08fd884b5b267c2a6faa27aeca63c2fe490265e50669493dd1339d74d,5.942020418397,7.500189257379,8.492740298172,7.039229303554,100,100,100,22.268934242248534,0.4121764831542969,21.856757759094236,0.15125708689169393,2ffe5acaf629daa474f7a7163c241bc8ddb9930413896935a9e135ab38be8f11,a36e9b39fb277484606879bbafe992e7f0ac015ff6a9569f54526c900a7e6962,True
G-810,24,success,better,40,8c6c3c264fec66486b5ac741d9154b1406acb2ad5e24657255bc3a01038e1065,5.958539023982,7.533340187249,8.318404602252,7.759274192172,100,100,100,22.268934242248534,0.4121764831542969,21.856757759094236,0.15125708689169393,2ffe5acaf629daa474f7a7163c241bc8ddb9930413896935a9e135ab38be8f11,a36e9b39fb277484606879bbafe992e7f0ac015ff6a9569f54526c900a7e6962,True
G-810,25,success,better,40,db0d303b4be4d5bc28ed57574b8ab0ec3e631c329baed2c31d35e4722f193a65,5.947017184245,7.517273054729,8.320634004455,7.629364521121,100,100,100,22.268934242248534,0.4121764831542969,21.856757759094236,0.15125708689169393,2ffe5acaf629daa474f7a7163c241bc8ddb9930413896935a9e135ab38be8f11,a36e9b39fb277484606879bbafe992e7f0ac015ff6a9569f54526c900a7e6962,True
G-810,26,success,better,40,5539d4a1ba551a7a276c3d6d865eb23a8ef5f8f0324d49e62e069820bbacfb5b,5.959723905837,7.537572568068,8.232749048969,7.367356117498,100,100,100,22.268934242248534,0.4121764831542969,21.856757759094236,0.15125708689169393,2ffe5acaf629daa474f7a7163c241bc8ddb9930413896935a9e135ab38be8f11,a36e9b39fb277484606879bbafe992e7f0ac015ff6a9569f54526c900a7e6962,True
G-810,27,success,better,40,c2cd731f31cda3c395a4fbdc4d9db25c30c1ad57d1a929dfec4de8f6fb815c97,5.944859843652,7.517198099512,8.353269987372,7.505558235466,100,100,100,22.268934242248534,0.4121764831542969,21.856757759094236,0.15125708689169393,2ffe5acaf629daa474f7a7163c241bc8ddb9930413896935a9e135ab38be8f11,a36e9b39fb277484606879bbafe992e7f0ac015ff6a9569f54526c900a7e6962,True
G-810,28,success,better,40,b67d757b1de8ef674ae2ccc0cc75715a9bee55268ccd0ee7ed66ff516ee45ba4,5.934400142924,7.494443899723,8.640968758533,7.428274438102,100,100,100,22.268934242248534,0.4121764831542969,21.856757759094236,0.15125708689169393,2ffe5acaf629daa474f7a7163c241bc8ddb9930413896935a9e135ab38be8f11,a36e9b39fb277484606879bbafe992e7f0ac015ff6a9569f54526c900a7e6962,True
G-810,29,success,better,40,18e4923cc5eee8f4a2f14708b7114d9fea62b799693227c1a3ffc6bf52cdc764,5.927651301777,7.505715960297,8.159229297565,7.788050318384,100,100,100,22.268934242248534,0.4121764831542969,21.856757759094236,0.15125708689169393,2ffe5acaf629daa474f7a7163c241bc8ddb9930413896935a9e135ab38be8f11,a36e9b39fb277484606879bbafe992e7f0ac015ff6a9569f54526c900a7e6962,True
G-810,30,success,better,40,e867a8c6fd9c5999d0c564ff47dabca23fb63b820bdb3e06c24e285d7c94d026,5.958354860408,7.542921607735,8.468944077989,7.463308356989,100,100,100,22.268934242248534,0.4121764831542969,21.856757759094236,0.15125708689169393,2ffe5acaf629daa474f7a7163c241bc8ddb9930413896935a9e135ab38be8f11,a36e9b39fb277484606879bbafe992e7f0ac015ff6a9569f54526c900a7e6962,True
G-810,31,success,better,40,9ab033e1b50841fb5790d325ffb1566be9b0ebbb8898b479147226e96a5e061a,5.938885956269,7.507006250126,8.332799173917,7.657784992633,100,100,100,22.268934242248534,0.4121764831542969,21.856757759094236,0.15125708689169393,2ffe5acaf629daa474f7a7163c241bc8ddb9930413896935a9e135ab38be8f11,a36e9b39fb277484606879bbafe992e7f0ac015ff6a9569f54526c900a7e6962,True
G-810,32,success,better,40,1274dc3302b7c4a250da7f40525650ef8a3f71e5ff1f18e6a6875d72f7ce9c31,5.933537135926,7.503773861429,8.422840916833,7.014780163199,100,100,100,22.268934242248534,0.4121764831542969,21.856757759094236,0.15125708689169393,2ffe5acaf629daa474f7a7163c241bc8ddb9930413896935a9e135ab38be8f11,a36e9b39fb277484606879bbafe992e7f0ac015ff6a9569f54526c900a7e6962,True
G-810,33,success,better,40,f565837c2a01fce7c1766b833452b98d3e710699cbce1a94007b1b6b00adb457,5.922324077176,7.476855899895,8.315431445757,7.187283119524,100,100,100,22.268934242248534,0.4121764831542969,21.856757759094236,0.15125708689169393,2ffe5acaf629daa474f7a7163c241bc8ddb9930413896935a9e135ab38be8f11,a36e9b39fb277484606879bbafe992e7f0ac015ff6a9569f54526c900a7e6962,True
G-810,34,success,better,40,8e1847835bf3761b98c1abc450f4d3886eb46723ef51a714a444e1d6322334de,5.918731298427,7.487837353256,8.280708011559,7.404562575657,100,100,100,22.268934242248534,0.4121764831542969,21.856757759094236,0.15125708689169393,2ffe5acaf629daa474f7a7163c241bc8ddb9930413896935a9e135ab38be8f11,a36e9b39fb277484606879bbafe992e7f0ac015ff6a9569f54526c900a7e6962,True
