edge_id,src_dst,w_true,w_hat_2stage,w_hat_spoplus,abs_err_2stage,abs_err_spoplus,in_opt,in_2stage,in_spoplus,in_2stage_symdiff,in_spoplus_symdiff,utility,recipient_cPRA
287,51 -> 11,36.0181999206543,16.77330297013315,20.195652732614814,19.244896950521145,15.822547188039483,True,False,True,True,False,0.8299999833106995,0.9399999976158142
66,10 -> 43,33.13610076904297,16.717902810573122,19.68539583984674,16.418197958469847,13.450704929196228,True,False,True,True,False,0.7699999809265137,1.0
168,26 -> 44,30.00860023498535,15.106251531213914,19.292271149481184,14.902348703771437,10.716329085504167,True,False,True,True,False,0.8899999856948853,0.6895363330841064
118,20 -> 45,3.954900026321411,10.067846171379708,9.269855888177998,6.112946145058297,5.314955861856587,False,True,False,True,False,0.12999999523162842,0.9700000286102295
290,51 -> 20,4.96560001373291,10.665854295367902,10.225438209262068,5.700254281634992,5.2598381955291575,False,True,False,True,False,0.1899999976158142,0.9700000286102295
284,50 -> 34,5.444699764251709,10.6308193449961,10.661473828651598,5.186119580744391,5.216774064399889,False,True,False,True,False,0.25,0.8999999761581421
160,26 -> 2,5.855000019073486,10.992558167625731,10.958357594992615,5.137558148552245,5.103357575919128,False,True,False,True,False,0.25,0.9399999976158142
190,34 -> 11,6.290500164031982,11.191894307966407,11.276885193568257,4.901394143934425,4.986385029536274,False,True,False,True,False,0.27000001072883606,0.9399999976158142
245,44 -> 14,16.32830047607422,11.540279749354523,16.210702032790415,4.7880207267196955,0.11759844328380353,True,False,True,True,False,0.8700000047683716,0.31726357340812683
278,50 -> 10,19.38450050354004,14.752243241631835,16.75525089488416,4.6322572619082045,2.629249608655879,True,False,True,True,False,0.6000000238418579,0.9700000286102295
19,3 -> 24,2.9319000244140625,5.38207311589374,8.600240889756625,2.4501730914796775,5.668340865342563,True,False,True,True,False,0.5400000214576721,0.0
248,44 -> 35,1.5056999921798706,3.88705250888942,6.211284612403597,2.3813525167095495,4.705584620223727,False,True,False,True,False,0.38999998569488525,0.0
255,45 -> 24,9.835100173950195,8.671117500794967,13.855943181076153,1.1639826731552283,4.020843007125958,False,True,False,True,False,0.8700000047683716,0.0
150,24 -> 35,0.22550000250339508,1.0963481778060484,1.7519008428803184,0.8708481753026533,1.5264008403769234,True,False,True,True,False,0.10999999940395355,0.0
23,3 -> 44,11.027299880981445,11.817207146312688,14.036568858161656,0.7899072653312427,3.009268977180211,False,True,False,True,False,0.5600000023841858,0.6895363330841064
146,24 -> 22,8.033699989318848,8.073109376806773,12.900360859992084,0.03940938748792533,4.866660870673236,False,True,False,True,False,0.8100000023841858,0.0
116,20 -> 40,45.39680099487305,17.82348448765024,21.52233965102739,27.573316507222806,23.874461343845656,False,False,False,False,False,0.8899999856948853,0.9900000095367432
61,8 -> 1,42.44070053100586,17.371311094121346,21.151235053698883,25.069389436884514,21.289465477306976,False,False,False,False,False,0.8899999856948853,0.9399999976158142
178,30 -> 25,41.305999755859375,17.434046151790714,20.97032813414072,23.87195360406866,20.335671621718657,False,False,False,False,False,0.8600000143051147,0.9800000190734863
193,34 -> 27,38.7849006652832,16.691437671864414,20.670718874811758,22.09346299341879,18.114181790471445,False,False,False,False,False,0.8999999761581421,0.8538005948066711
119,21 -> 2,38.05820083618164,16.972639407507664,20.51418080583331,21.085561428673977,17.54402003034833,False,False,False,False,False,0.8500000238418579,0.9399999976158142
204,36 -> 34,31.327800750732422,16.11256038254326,19.42097828037462,15.21524036818916,11.906822470357803,False,False,False,False,False,0.800000011920929,0.8999999761581421
230,38 -> 44,27.550100326538086,14.807247766253655,18.814480463582004,12.742852560284431,8.735619862956082,False,False,False,False,False,0.8600000143051147,0.6895363330841064
94,15 -> 37,27.965700149536133,15.876291081184698,18.762279725631565,12.089409068351435,9.203420423904568,True,True,True,False,False,0.7400000095367432,0.9399999976158142
199,35 -> 3,26.405099868774414,15.595754017732743,18.45457450169019,10.809345851041671,7.950525367084225,True,True,True,False,False,0.7300000190734863,0.9200000166893005
32,4 -> 27,23.98740005493164,14.997081815620925,17.96323642281165,8.990318239310715,6.02416363211999,False,False,False,False,False,0.7300000190734863,0.8538005948066711
