edge_id,src_dst,w_true,w_hat_2stage,w_hat_spoplus,abs_err_2stage,abs_err_spoplus,in_opt,in_2stage,in_spoplus,in_2stage_symdiff,in_spoplus_symdiff,utility,recipient_cPRA
4,1 -> 17,26.07080078125,14.839437989781663,18.763434599897565,11.231362791468337,7.307366181352435,True,True,True,False,False,0.8500000238418579,0.7041168212890625
33,5 -> 4,14.345600128173828,14.026866549660088,15.385275869611284,0.31873357851373996,1.0396757414374562,True,False,False,True,True,0.5,1.0
67,14 -> 39,13.069299697875977,13.646661267520876,14.918306609060659,0.5773615696448999,1.8490069111846825,True,True,True,False,False,0.47999998927116394,0.9800000190734863
182,52 -> 5,12.508399963378906,12.906597897371777,14.77571644643668,0.3981979339928703,2.2673164830577743,True,True,True,False,False,0.5400000214576721,0.8320399522781372
149,41 -> 23,10.76259994506836,12.539533665041684,14.009672556307489,1.776933719973325,3.2470726112391297,True,True,True,False,False,0.47999998927116394,0.8575770854949951
41,5 -> 49,8.171099662780762,12.242075825483498,12.603572111980831,4.0709761627027365,4.43247244920007,False,True,True,True,True,0.33000001311302185,0.9900000095367432
177,50 -> 38,7.9004998207092285,12.142407606796242,12.444308075371584,4.241907786087014,4.5438082546623555,True,True,True,False,False,0.3199999928474426,0.9900000095367432
174,49 -> 1,7.7459001541137695,10.737565600195282,12.530773880105489,2.9916654460815124,4.784873725991719,False,True,True,True,True,0.47999998927116394,0.6583207249641418
179,51 -> 9,7.256499767303467,11.933838115701413,12.04073774581704,4.677338348397946,4.784237978513573,True,True,True,False,False,0.28999999165534973,1.0
140,38 -> 21,5.68179988861084,7.17609748785832,11.466987853008835,1.4942975992474805,5.785187964397995,True,True,True,False,False,0.7200000286102295,0.0
105,23 -> 27,4.238699913024902,10.35761688261965,9.662604317741131,6.118916969594748,5.423904404716229,True,True,True,False,False,0.15000000596046448,0.9800000190734863
141,39 -> 14,3.92930006980896,10.23948188816563,9.333254700513367,6.31018181835667,5.403954630704407,True,True,True,False,False,0.11999999731779099,1.0
46,9 -> 41,2.327899932861328,4.883732913558966,7.8039221306389495,2.5558329806976383,5.476022197777621,True,True,True,False,False,0.49000000953674316,0.0
24,4 -> 1,1.7003999948501587,6.850513091305863,6.319489267701891,5.150113096455704,4.619089272851732,True,False,False,True,True,0.09000000357627869,0.6583207249641418
