edge_id,src_dst,w_true,w_hat_2stage,w_hat_spoplus,abs_err_2stage,abs_err_spoplus,in_opt,in_2stage,in_spoplus,in_2stage_symdiff,in_spoplus_symdiff,utility,recipient_cPRA
130,33 -> 1,36.46879959106445,16.944939300210095,20.259052106001946,19.52386029085436,16.209747485062508,True,False,False,True,True,0.8199999928474426,0.9700000286102295
178,50 -> 26,33.329498291015625,16.021942550565182,19.811396304407914,17.307555740450443,13.51810198660771,True,False,True,True,False,0.8600000143051147,0.8238537311553955
136,34 -> 8,3.2732999324798584,9.5510392304074,8.303451607772162,6.277739297927541,5.030151675292304,False,True,False,True,False,0.05999999865889549,0.9900000095367432
48,16 -> 26,5.296899795532227,10.141529529370503,10.414837130176467,4.844629733838277,5.117937334644241,False,True,False,True,False,0.27000001072883606,0.8238537311553955
50,18 -> 4,5.13730001449585,9.177206483295294,10.398053327402172,4.039906468799444,5.260753312906322,False,True,False,True,False,0.3700000047683716,0.6070117354393005
29,8 -> 31,2.109299898147583,4.485060632877613,7.166866933487667,2.3757607347300302,5.057567035340084,False,True,False,True,False,0.44999998807907104,0.0
133,33 -> 16,4.373899936676025,6.279085004842194,10.033613896739876,1.9051850681661682,5.659713960063851,False,True,False,True,False,0.6299999952316284,0.0
137,34 -> 12,0.8529999852180481,2.69103655794687,4.300120444878313,1.838036572728822,3.4471204596602645,True,False,True,True,False,0.27000001072883606,0.0
177,50 -> 12,10.41919994354248,8.770785422448387,14.015206743042548,1.648414521094093,3.596006799500067,False,True,False,True,False,0.8799999952316284,0.0
52,18 -> 16,10.086799621582031,8.671117500794967,13.855943181076153,1.4156821207870642,3.769143559494122,True,False,True,True,False,0.8700000047683716,0.0
165,43 -> 36,40.067298889160156,17.25317647095962,20.821886029774685,22.814122418200537,19.24541285938547,False,False,False,False,False,0.8600000143051147,0.9599999785423279
155,41 -> 36,39.00910186767578,17.1535085493062,20.662622467808294,21.855593318369582,18.346479399867487,False,False,False,False,False,0.8500000238418579,0.9599999785423279
95,26 -> 33,38.48910140991211,17.225476363662047,20.56675732994332,21.263625046250063,17.922344079968788,True,True,True,False,False,0.8299999833106995,0.9900000095367432
23,7 -> 5,37.467201232910156,17.12580844200863,20.407493767976927,20.341392790901526,17.05970746493323,False,False,False,False,False,0.8199999928474426,0.9900000095367432
101,27 -> 28,33.61069869995117,16.40233133578193,19.813726677685946,17.20836736416924,13.796972022265226,False,False,False,False,False,0.8199999928474426,0.9100000262260437
34,13 -> 15,25.075300216674805,15.558820020648458,18.11440262848887,9.516480196026347,6.960897588185933,False,False,False,False,False,0.6899999976158142,0.9599999785423279
168,46 -> 4,23.244699478149414,13.861602959479747,17.883447384822627,9.383096518669667,5.361252093326787,False,False,False,False,False,0.8399999737739563,0.6070117354393005
131,33 -> 4,21.31170082092285,13.562599194519487,17.405656698923448,7.749101626403364,3.906044121999404,False,False,True,False,True,0.8100000023841858,0.6070117354393005
181,51 -> 20,2.726300001144409,9.061932601602155,7.592175935615529,6.335632600457746,4.86587593447112,True,True,True,False,False,0.019999999552965164,0.9800000190734863
124,30 -> 29,3.2086000442504883,9.460604659508132,8.229230776784672,6.252004615257643,5.020630732534183,False,False,False,False,False,0.05999999865889549,0.9800000190734863
7,3 -> 15,3.3389999866485596,9.479071007630022,8.39931609300321,6.140071020981463,5.06031610635465,False,False,False,False,False,0.07999999821186066,0.9599999785423279
35,13 -> 30,3.3389999866485596,9.316668790115171,8.420960248968171,5.977668803466612,5.081960262319612,False,False,False,False,False,0.10000000149011612,0.9200000166893005
90,25 -> 21,3.030600070953369,8.960587856015493,8.051255128093162,5.929987785062124,5.020655057139793,False,False,False,False,False,0.09000000357627869,0.8916466236114502
104,27 -> 49,4.373899936676025,10.257948812449312,9.503340518453312,5.884048875773287,5.129440581777287,False,False,False,False,False,0.14000000059604645,0.9800000190734863
102,27 -> 32,2.188499927520752,7.884831570219742,6.858508407673188,5.69633164269899,4.670008480152436,False,False,False,False,False,0.05000000074505806,0.8167766332626343
79,21 -> 26,3.4999001026153564,9.045181203047537,8.662936049974721,5.545281100432181,5.163035947359365,False,False,False,False,False,0.1599999964237213,0.8238537311553955
138,35 -> 47,5.45359992980957,10.937158008065703,10.448100702224544,5.483558078256133,4.994500772414973,False,False,False,False,False,0.1899999976158142,1.0
86,23 -> 32,3.8789000511169434,9.280183772890657,9.088200351765185,5.401283721773714,5.209300300648241,False,False,False,False,False,0.1899999976158142,0.8167766332626343
114,28 -> 17,18.61680030822754,13.218019924458916,16.65806674124283,5.398780383768623,1.9587335669847086,False,False,False,False,False,0.75,0.6350351572036743
