topology_id,topology_hash,arc_order_hash,feasible_set_hash
G-0,b97f468eb2194252b2bf684cabe526ba394c927405431f5269748b3c4585bf09,010a954a0b36c888e77cb4a0c12b4fbe339844ec5c6a21738ca9139e886f0b01,b96600a51d735b04612afbc6d109e804134dc92349607eb289b448e7f4a6e85f
G-1,25645120708240557c152a1b354218ad5906b4cfd48f51e09132e732c1477d6f,c27c1f82ec148222a5cde79a278e5d6fd5f73fe8734d3c48cede79bfb4508cea,717c6c08ea62548c31826563a1ace0e061046d1ec4e5c39c0593f16d3a8103b4
G-2,7d38f1b20b067ef2a0f628205718916ad33dc5bb93d28fad6dc8e46c263369fa,ece3749a4f5e4b6c2c7e6eedb2dbbbefca21110b5da1feb12788a174cb82bc1a,2cb1e764b54b1a547986416b930838d35f094959b6a64e07b63f184fb5a62c12
G-3,4ff7c628da163c6eb6fa299aa281aaca2410ea5ac7e13985bb295c3a7c3d20fd,ca54f4b341c3bbba14290e4c22ba491716e6e442df920715ee8cd078987e3b10,e1b4ee0f04a93c888ed46958991bc6e4863f14d7fced3d39e993ade8da36b895
G-4,febd672f07dc03617648f67665211202d3e7d4c672a94640655afb127649ad43,50c85681330ed780a8fa1015a468104bed8cde31ad38972dca3e8d896a16f719,b5d7beb21b959af0e9fc79639a22b9b2167908ef634f4ca6f91e01f903bdff6f
G-5,3a9c3915835adbee87d0a809f6548f38fc8a09e11b313c99048d9afe57ed7ab0,d7e99ccee470f09c434d513a45c49f434490686a0d24fb7f92fa02430fab92fc,088766181495090d32af4b115d92dd47ffbdf9e9469c04c7076754fe4f1c3bf8
G-6,adb46ca199bec38e25ec2d7900966e7677e944ee2f3fb559eb7b9dc1ffce76d5,7b7a22072d2a63ec1e3f7504332e02c5dc78eb7ff17e666d4ce66b314048cb1c,4700755395a5e62a204337a5e41cbca482febf3caeb85ec17f473b765ec39566
G-7,8c51dd57fb419f03254d283ee5747f99f8a15658db0e95d7c178bba8baf4b436,856605c69f15431852d36cfc2b8b2bb93c740ada0eacb776f76d26c9cd85c373,3538d1763ec79138ffe7b7f4416b9bf4e0a39ab97ddad62d27f12650a6185f11
G-8,96a13c343555ac400e0b20329a6cf422bce1bbcc18d5b61e0fea8a8225cc288f,0a330908a050a06bf9ca3c7d5e1f3e18e222fd0ff01b0051b6b9e569f1b5e6fd,7772cdef590481346a24d3bf98f35026826ba952fd3bdd041fea2d3b295e3256
G-9,8aeada6b3f7a2aec546a780d04804d59d73594f163662b5819bd21e0d49c0f3e,5950c15e70c64286452410915572d2412660a6aa5c94532d57b4fecd6b3267ac,ad19a11362a9bcc0bfd53bf0c949db5b21ff9acef2ad551ef586f4c0cc4877c8
G-10,a7bdb55c303d12b355713f7417d6bd9b925b25a83275abb0b43932b97257c205,5ce6ab9696db3eeb86a1a20f2e06cc0087a665152d49d22d3bb7f0cad1af62e7,c44ce426da82424cd0bdd1737fe5d9d7dd2d3ac60ba3a660f5fd1fb246cfad63
G-11,2ede06a67c5e7caac13258b44542931546bef6f898c61196bb0729a93bd9a05d,31d0c23ca00337f5ef030f333324dda29b028d2358628a5545a0f95e76ddbf42,3c9766b05a053c5f4282916efba6af3b00ad69b3827af5e463ddf67dde999bd2
G-12,605715a1d24bb9168ac6f17985567bf91985740b326aa5e6f41714206441416a,4e683feb986437255c99ae09ddd32d9632e3635f95c5804b2873cb81d3a69c72,375203695c8d4c3706b08f39e5ef1960e22976c165222aaaf9eb4d00d7c19546
G-13,6a373049c61a5e878483a2e359feaa418b5f1da402f5aa59028f3d6b35182b02,854562945c031966324b3ad29fa0c9a7987d54c482db683b5325eb8c53ae1ad1,d53c938555b0428a22a02d5ff320435f47e99120764def6a6ca3aff7476d492c
G-14,f5ec55e0dafa1a196755bf060e371ac476e7aead13b242eada54dd21774178c1,318f07f1af8e0f9d52387b58ee990eedb4339cee713cffe5bb40e8935ec28d92,f8471279b8504f711543e64a9bd780721c2d4ddddaa93ef57494ce1dc424f80a
G-15,b54f9ae0ad2af45230dd2aa359a88c469237977a8a809092a2b2a72ca398dc2e,6d13194be160017dc50b915fccd7c693aafab9a3a9cba3c5488c3f0370db6431,e1c04645fd473f11ac6dd9716d152515efe14780cf166bfbcdfa472c6c7dbe87
G-16,a62fd1ddd97dc034da8b52cb9345333102a60d737597ba9c44bdc242ac46ca57,fc941e6dea3bbd217278db5498dfbc35adb82a45f2e2d13a6257bed77ee6b2e6,ed7402a7bf44beddcbe7b1317f58598aa1ae1da806e69e54f4d0089c28fd1dae
G-17,e4c1660efc42618c26bd991e29481219299039f3528a019fa221fe484bb1916e,f17d653aeb28e421b628af7f68bcaf334ca9a11a973254ab7c99c0d5edd2eec1,fdca1c63ba65677af7676cfeb659b7e5a41526972bc8b4b16e6980fb228e4b7d
G-18,6ec7ac0deeed7ed7ab1412e697e172268a5b84906311e029eab2ccff4f12ed3d,00e05f169dbbb15a8d1a32cc9110cdcd7cc1c2712c5347d140191ff071bb9f07,3872208bc3005e736887ff3fd277b3b44e2c5bfab744839cc944dacf62351d67
